knr,rain,date
1001,0.2820509970188141,2011-01-01
1002,0.9463409781455994,2011-01-01
1003,14.852800369262695,2011-01-01
1004,46.06560134887695,2011-01-01
1014,1.1266100406646729,2011-01-01
1017,1.1267000436782837,2011-01-01
1018,0.01333330012857914,2011-01-01
1021,3.97448992729187,2011-01-01
1026,16.614999771118164,2011-01-01
1027,11.35890007019043,2011-01-01
1029,8.690400123596191,2011-01-01
1032,20.002500534057617,2011-01-01
1034,26.16670036315918,2011-01-01
1037,41.54909896850586,2011-01-01
1046,76.90070343017578,2011-01-01
1101,56.88180160522461,2011-01-01
1102,18.385099411010742,2011-01-01
1103,16.391300201416016,2011-01-01
1106,46.33330154418945,2011-01-01
1111,42.46049880981445,2011-01-01
1112,68.43379974365234,2011-01-01
1114,111.8030014038086,2011-01-01
1119,23.262500762939453,2011-01-01
1120,16.52630043029785,2011-01-01
1121,41.5,2011-01-01
1122,122.01899719238281,2011-01-01
1124,20.479999542236328,2011-01-01
1127,14.41670036315918,2011-01-01
1129,106.20800018310547,2011-01-01
1130,74.38140106201172,2011-01-01
1133,121.45700073242187,2011-01-01
1134,172.40199279785156,2011-01-01
1135,320.8039855957031,2011-01-01
1141,64.1010971069336,2011-01-01
1142,38.79410171508789,2011-01-01
1144,30.33329963684082,2011-01-01
1145,36.95560073852539,2011-01-01
1146,86.12750244140625,2011-01-01
1149,38.8922004699707,2011-01-01
1151,40.75,2011-01-01
1160,170.3730010986328,2011-01-01
1201,157.1540069580078,2011-01-01
1211,371.10198974609375,2011-01-01
1216,54.4015998840332,2011-01-01
1219,69.26290130615234,2011-01-01
1221,88.53730010986328,2011-01-01
1222,89.77439880371094,2011-01-01
1223,116.697998046875,2011-01-01
1224,180.86300659179687,2011-01-01
1227,185.1790008544922,2011-01-01
1228,159.64300537109375,2011-01-01
1231,170.04600524902344,2011-01-01
1232,162.77200317382812,2011-01-01
1233,216.2429962158203,2011-01-01
1234,266.6180114746094,2011-01-01
1235,280.99798583984375,2011-01-01
1238,273.9939880371094,2011-01-01
1241,215.71600341796875,2011-01-01
1242,293.4930114746094,2011-01-01
1243,132.5489959716797,2011-01-01
1244,92.19609832763672,2011-01-01
1245,90.32969665527344,2011-01-01
1246,92.8926010131836,2011-01-01
1247,104.21600341796875,2011-01-01
1251,375.47698974609375,2011-01-01
1252,386.0950012207031,2011-01-01
1253,224.21200561523437,2011-01-01
1256,107.75599670410156,2011-01-01
1259,76.25,2011-01-01
1260,100.83499908447266,2011-01-01
1263,208.9429931640625,2011-01-01
1264,95.78949737548828,2011-01-01
1265,68.5,2011-01-01
1266,304.2820129394531,2011-01-01
1401,444.5740051269531,2011-01-01
1411,279.17498779296875,2011-01-01
1412,178.0449981689453,2011-01-01
1413,319.6310119628906,2011-01-01
1416,322.5119934082031,2011-01-01
1417,258.5950012207031,2011-01-01
1418,444.1570129394531,2011-01-01
1419,346.8139953613281,2011-01-01
1420,491.23699951171875,2011-01-01
1421,217.92300415039062,2011-01-01
1422,270.1199951171875,2011-01-01
1424,261.2080078125,2011-01-01
1426,317.2300109863281,2011-01-01
1428,346.8869934082031,2011-01-01
1429,315.0119934082031,2011-01-01
1430,386.7030029296875,2011-01-01
1431,646.67999267578125,2011-01-01
1432,598.01702880859375,2011-01-01
1433,498.8599853515625,2011-01-01
1438,527.968994140625,2011-01-01
1439,308.3739929199219,2011-01-01
1441,274.40301513671875,2011-01-01
1443,589.65997314453125,2011-01-01
1444,700.52398681640625,2011-01-01
1445,547.9730224609375,2011-01-01
1449,565.38897705078125,2011-01-01
1502,635.21197509765625,2011-01-01
1504,286.4219970703125,2011-01-01
1505,552.0250244140625,2011-01-01
1511,569.7139892578125,2011-01-01
1514,307.2149963378906,2011-01-01
1515,271.6619873046875,2011-01-01
1516,339.5329895019531,2011-01-01
1517,236.23300170898437,2011-01-01
1519,638.6090087890625,2011-01-01
1520,532.10101318359375,2011-01-01
1523,657.35400390625,2011-01-01
1524,716.08599853515625,2011-01-01
1525,546.12701416015625,2011-01-01
1526,747.78900146484375,2011-01-01
1528,562.9210205078125,2011-01-01
1529,438.12298583984375,2011-01-01
1531,104.5,2011-01-01
1532,205.3249969482422,2011-01-01
1534,349.6969909667969,2011-01-01
1535,693.97198486328125,2011-01-01
1539,729.989013671875,2011-01-01
1543,358.27801513671875,2011-01-01
1545,447.6419982910156,2011-01-01
1546,209.3159942626953,2011-01-01
1547,414.08599853515625,2011-01-01
1548,574.56500244140625,2011-01-01
1551,685.16802978515625,2011-01-01
1554,579.8790283203125,2011-01-01
1557,593.5150146484375,2011-01-01
1560,420.9490051269531,2011-01-01
1563,420.59600830078125,2011-01-01
1566,205.43600463867187,2011-01-01
1567,307.04901123046875,2011-01-01
1571,421.9320068359375,2011-01-01
1573,204.08399963378906,2011-01-01
1576,437.2950134277344,2011-01-01
1601,160.33999633789062,2011-01-01
1612,328.1000061035156,2011-01-01
1613,316.9939880371094,2011-01-01
1617,210.7480010986328,2011-01-01
1620,151.375,2011-01-01
1621,232.48500061035156,2011-01-01
1622,251.13800048828125,2011-01-01
1624,282.07598876953125,2011-01-01
1627,298.3909912109375,2011-01-01
1630,359.8789978027344,2011-01-01
1632,333.9209899902344,2011-01-01
1633,251.0290069580078,2011-01-01
1634,247.21299743652344,2011-01-01
1635,276.65301513671875,2011-01-01
1636,311.0589904785156,2011-01-01
1638,297.12701416015625,2011-01-01
1640,115.21399688720703,2011-01-01
1644,135.94500732421875,2011-01-01
1648,160.46499633789062,2011-01-01
1653,204.95599365234375,2011-01-01
1657,190.77699279785156,2011-01-01
1662,205.58999633789062,2011-01-01
1663,183.9010009765625,2011-01-01
1664,196.56399536132812,2011-01-01
1665,190.86599731445312,2011-01-01
1702,154.88999938964844,2011-01-01
1703,125.2699966430664,2011-01-01
1711,175.7790069580078,2011-01-01
1714,221.89199829101562,2011-01-01
1717,234.89500427246094,2011-01-01
1718,296.6210021972656,2011-01-01
1719,201.81399536132812,2011-01-01
1721,208.91299438476562,2011-01-01
1723,298.2040100097656,2011-01-01
1724,300.9200134277344,2011-01-01
1725,181.13099670410156,2011-01-01
1729,157.16799926757812,2011-01-01
1736,99.58760070800781,2011-01-01
1738,47.43669891357422,2011-01-01
1739,48.61899948120117,2011-01-01
1740,30.467899322509766,2011-01-01
1742,45.11920166015625,2011-01-01
1743,39.35770034790039,2011-01-01
1744,101.50399780273437,2011-01-01
1748,74.559600830078125,2011-01-01
1749,147.96099853515625,2011-01-01
1750,84.7030029296875,2011-01-01
1751,47.96900177001953,2011-01-01
1755,50.220001220703125,2011-01-01
1804,81.28070068359375,2011-01-01
1805,200.3459930419922,2011-01-01
1811,26.038799285888672,2011-01-01
1812,20.776599884033203,2011-01-01
1813,19.785900115966797,2011-01-01
1815,33.63240051269531,2011-01-01
1816,20.176599502563477,2011-01-01
1818,26.607099533081055,2011-01-01
1820,37.15610122680664,2011-01-01
1822,51.778499603271484,2011-01-01
1824,22.591400146484375,2011-01-01
1825,34.316200256347656,2011-01-01
1826,19.936599731445313,2011-01-01
1827,31.767000198364258,2011-01-01
1828,57.569801330566406,2011-01-01
1832,15.833399772644043,2011-01-01
1833,39.78150177001953,2011-01-01
1834,59.53670120239258,2011-01-01
1835,37.33330154418945,2011-01-01
1836,105.4219970703125,2011-01-01
1837,153.0240020751953,2011-01-01
1838,143.9669952392578,2011-01-01
1839,95.17559814453125,2011-01-01
1840,35.05780029296875,2011-01-01
1841,59.44139862060547,2011-01-01
1845,38.14550018310547,2011-01-01
1848,25.64859962463379,2011-01-01
1849,43.5900993347168,2011-01-01
1850,81.2676010131836,2011-01-01
1851,93.33789825439453,2011-01-01
1852,71.79940032958984,2011-01-01
1853,78.38800048828125,2011-01-01
1854,125.31300354003906,2011-01-01
1856,48.66669845581055,2011-01-01
1857,77.222198486328125,2011-01-01
1859,74.84149932861328,2011-01-01
1860,101.23899841308594,2011-01-01
1865,64.63459777832031,2011-01-01
1866,75.49140167236328,2011-01-01
1867,94.00409698486328,2011-01-01
1868,154.88900756835937,2011-01-01
1870,112.80999755859375,2011-01-01
1871,151.031005859375,2011-01-01
1874,82.18550109863281,2011-01-01
1901,33.01599884033203,2011-01-01
1902,140.6909942626953,2011-01-01
1911,66.091400146484375,2011-01-01
1913,86.061798095703125,2011-01-01
1915,69,2011-01-01
1917,97.90039825439453,2011-01-01
1919,181.87100219726562,2011-01-01
1920,233.98300170898437,2011-01-01
1922,225.9980010986328,2011-01-01
1923,210.0469970703125,2011-01-01
1924,156.2469940185547,2011-01-01
1925,272.9330139160156,2011-01-01
1926,235.75,2011-01-01
1927,270.51800537109375,2011-01-01
1928,306.0159912109375,2011-01-01
1929,233.5240020751953,2011-01-01
1931,237.73599243164062,2011-01-01
1933,113.322998046875,2011-01-01
1936,117.89900207519531,2011-01-01
1938,122.78199768066406,2011-01-01
1939,48.431400299072266,2011-01-01
1940,42.66600036621094,2011-01-01
1941,129.43600463867187,2011-01-01
1942,51.0609016418457,2011-01-01
1943,67.27120208740234,2011-01-01
2002,8.281359672546387,2011-01-01
2003,13.453800201416016,2011-01-01
2004,152.91700744628906,2011-01-01
2011,17.312999725341797,2011-01-01
2012,64.0792007446289,2011-01-01
2014,128.57400512695312,2011-01-01
2015,142.06300354003906,2011-01-01
2017,119.61499786376953,2011-01-01
2018,126.87699890136719,2011-01-01
2019,89.11730194091797,2011-01-01
2020,48.57889938354492,2011-01-01
2021,15.233200073242188,2011-01-01
2022,54.34189987182617,2011-01-01
2023,19.95840072631836,2011-01-01
2024,4.722519874572754,2011-01-01
2025,21.297300338745117,2011-01-01
2027,15.021100044250488,2011-01-01
2028,8.796480178833008,2011-01-01
2030,4.335110187530518,2011-01-01
101,0,2011-01-02
104,0,2011-01-02
105,0.004987529944628477,2011-01-02
106,1.3356200456619263,2011-01-02
111,0.4927540123462677,2011-01-02
118,0,2011-01-02
119,0,2011-01-02
121,0,2011-01-02
122,0,2011-01-02
123,0,2011-01-02
124,0,2011-01-02
125,0,2011-01-02
127,0,2011-01-02
128,0,2011-01-02
135,0.2920350134372711,2011-01-02
136,0.36708900332450867,2011-01-02
137,0,2011-01-02
138,0,2011-01-02
211,0,2011-01-02
213,0,2011-01-02
214,0,2011-01-02
215,0,2011-01-02
216,0,2011-01-02
217,0,2011-01-02
219,0.800000011920929,2011-01-02
220,0.26470598578453064,2011-01-02
221,0,2011-01-02
226,0,2011-01-02
227,0,2011-01-02
228,0,2011-01-02
229,0,2011-01-02
230,0,2011-01-02
231,0,2011-01-02
233,0,2011-01-02
234,0,2011-01-02
235,0,2011-01-02
236,0,2011-01-02
237,1.558500051498413,2011-01-02
238,0,2011-01-02
239,5.294549942016602,2011-01-02
301,0.4890350103378296,2011-01-02
402,0,2011-01-02
403,0.20000000298023224,2011-01-02
412,1.5015599727630615,2011-01-02
415,0,2011-01-02
417,1.2352900505065918,2011-01-02
418,0,2011-01-02
419,0,2011-01-02
420,0,2011-01-02
423,0,2011-01-02
425,0,2011-01-02
426,0,2011-01-02
427,0,2011-01-02
428,0,2011-01-02
429,0.008948549628257751,2011-01-02
430,5.983739852905273,2011-01-02
432,5.645259857177734,2011-01-02
434,5.8785400390625,2011-01-02
436,32.9828987121582,2011-01-02
437,85.70390319824219,2011-01-02
438,27.227500915527344,2011-01-02
439,30.743099212646484,2011-01-02
441,49.555301666259766,2011-01-02
501,0.5439329743385315,2011-01-02
502,0.017751500010490417,2011-01-02
511,29.27560043334961,2011-01-02
512,249.39599609375,2011-01-02
513,139.24099731445312,2011-01-02
514,10.536800384521484,2011-01-02
515,9.806090354919434,2011-01-02
516,11.019100189208984,2011-01-02
517,10.05739974975586,2011-01-02
519,15.576399803161621,2011-01-02
520,3.2217800617218018,2011-01-02
521,0.1881980001926422,2011-01-02
522,2.47691011428833,2011-01-02
528,20.657699584960938,2011-01-02
529,0.2834649980068207,2011-01-02
532,0.06103289872407913,2011-01-02
533,0,2011-01-02
534,0,2011-01-02
536,0,2011-01-02
538,0.5370180010795593,2011-01-02
540,0,2011-01-02
541,0.6203089952468872,2011-01-02
542,0.3590860068798065,2011-01-02
543,0,2011-01-02
544,1.2163300514221191,2011-01-02
545,4.1998701095581055,2011-01-02
602,2.0810799598693848,2011-01-02
604,0.0216560997068882,2011-01-02
605,0.12043599784374237,2011-01-02
612,0.4824120104312897,2011-01-02
615,0,2011-01-02
616,0,2011-01-02
617,0,2011-01-02
618,4.065040111541748,2011-01-02
619,3.661060094833374,2011-01-02
620,6.978030204772949,2011-01-02
621,0.26040399074554443,2011-01-02
622,0,2011-01-02
623,1.0859400033950806,2011-01-02
624,1.5938199758529663,2011-01-02
625,3.290600061416626,2011-01-02
626,2.1821200847625732,2011-01-02
627,0.008771929889917374,2011-01-02
628,0,2011-01-02
631,0.16312099993228912,2011-01-02
632,0.8926169872283936,2011-01-02
633,0.04229849949479103,2011-01-02
701,0.2028989940881729,2011-01-02
702,0,2011-01-02
704,1.878499984741211,2011-01-02
706,0.2619050145149231,2011-01-02
709,0,2011-01-02
711,0,2011-01-02
713,0.14754100143909454,2011-01-02
714,0.03636360168457031,2011-01-02
716,0.09292040020227432,2011-01-02
719,0,2011-01-02
720,1.3090900182724,2011-01-02
722,2.5686299800872803,2011-01-02
723,0.33333298563957214,2011-01-02
728,0,2011-01-02
805,0,2011-01-02
806,0,2011-01-02
807,0,2011-01-02
811,0,2011-01-02
814,0,2011-01-02
815,0,2011-01-02
817,0,2011-01-02
819,0,2011-01-02
821,0,2011-01-02
822,0,2011-01-02
826,0.04237699881196022,2011-01-02
827,0.17774899303913116,2011-01-02
828,0.6643739938735962,2011-01-02
829,0.39887601137161255,2011-01-02
830,0,2011-01-02
831,0.0031298899557441473,2011-01-02
833,1.7841099500656128,2011-01-02
834,0.17951199412345886,2011-01-02
901,0,2011-01-02
904,0,2011-01-02
906,0,2011-01-02
911,0,2011-01-02
912,0,2011-01-02
914,0,2011-01-02
919,0,2011-01-02
926,0,2011-01-02
928,0,2011-01-02
929,0,2011-01-02
935,0,2011-01-02
937,0,2011-01-02
938,0,2011-01-02
940,0.01360000018030405,2011-01-02
941,0.07989169657230377,2011-01-02
1001,0,2011-01-02
1002,0,2011-01-02
1003,1.467919945716858,2011-01-02
1004,0.4207650125026703,2011-01-02
1014,0,2011-01-02
1017,0,2011-01-02
1018,0,2011-01-02
1021,0,2011-01-02
1026,0,2011-01-02
1027,0,2011-01-02
1029,0,2011-01-02
1032,0.0710659995675087,2011-01-02
1034,0,2011-01-02
1037,0.03039509989321232,2011-01-02
1046,0,2011-01-02
1101,0.6643030047416687,2011-01-02
1102,1.0679600238800049,2011-01-02
1103,2.550719976425171,2011-01-02
1106,14.638899803161621,2011-01-02
1111,0.595395028591156,2011-01-02
1112,0.09068629890680313,2011-01-02
1114,0.1554879993200302,2011-01-02
1119,4.633200168609619,2011-01-02
1120,7.219299793243408,2011-01-02
1121,3.1129000186920166,2011-01-02
1122,0.10702899843454361,2011-01-02
1124,12.626700401306152,2011-01-02
1127,3.291670083999634,2011-01-02
1129,0.03783100098371506,2011-01-02
1130,0.09302330017089844,2011-01-02
1133,1.172160029411316,2011-01-02
1134,1.861109972000122,2011-01-02
1135,3.3847498893737793,2011-01-02
1141,1.460669994354248,2011-01-02
1142,3.3088200092315674,2011-01-02
1144,6.333330154418945,2011-01-02
1145,6.8222198486328125,2011-01-02
1146,4.738259792327881,2011-01-02
1149,15.913800239562988,2011-01-02
1151,34.75,2011-01-02
1160,1.1671799421310425,2011-01-02
1201,1.820180058479309,2011-01-02
1211,0.3239629864692688,2011-01-02
1216,5.208660125732422,2011-01-02
1219,12.647899627685547,2011-01-02
1221,0.3134329915046692,2011-01-02
1222,3.285710096359253,2011-01-02
1223,0.059523798525333405,2011-01-02
1224,0,2011-01-02
1227,0.7149760127067566,2011-01-02
1228,0.06757590174674988,2011-01-02
1231,1.0393799543380737,2011-01-02
1232,2.724370002746582,2011-01-02
1233,10.085599899291992,2011-01-02
1234,0.4409089982509613,2011-01-02
1235,3.522890090942383,2011-01-02
1238,3.075079917907715,2011-01-02
1241,0,2011-01-02
1242,0.0992647036910057,2011-01-02
1243,0.022556399926543236,2011-01-02
1244,12.3725004196167,2011-01-02
1245,21.593399047851563,2011-01-02
1246,22.966899871826172,2011-01-02
1247,16.298999786376953,2011-01-02
1251,3.7192299365997314,2011-01-02
1252,12.617199897766113,2011-01-02
1253,1.6447900533676147,2011-01-02
1256,18.86669921875,2011-01-02
1259,37.977298736572266,2011-01-02
1260,25.165000915527344,2011-01-02
1263,17.585100173950195,2011-01-02
1264,32.184200286865234,2011-01-02
1265,48.66669845581055,2011-01-02
1266,40.84550094604492,2011-01-02
1401,243.76199340820312,2011-01-02
1411,33.78409957885742,2011-01-02
1412,57.959800720214844,2011-01-02
1413,43.02280044555664,2011-01-02
1416,11.359999656677246,2011-01-02
1417,0.589834988117218,2011-01-02
1418,22.805599212646484,2011-01-02
1419,7.874320030212402,2011-01-02
1420,34.22919845581055,2011-01-02
1421,8.79485034942627,2011-01-02
1422,14.985199928283691,2011-01-02
1424,9.811989784240723,2011-01-02
1426,45.727901458740234,2011-01-02
1428,128.3280029296875,2011-01-02
1429,59.201499938964844,2011-01-02
1430,70.93070220947266,2011-01-02
1431,137.5070037841797,2011-01-02
1432,121.25299835205078,2011-01-02
1433,182.0800018310547,2011-01-02
1438,285.4739990234375,2011-01-02
1439,200.0050048828125,2011-01-02
1441,208.89300537109375,2011-01-02
1443,182.8209991455078,2011-01-02
1444,427.19000244140625,2011-01-02
1445,197.47300720214844,2011-01-02
1449,274.2300109863281,2011-01-02
1502,211.4810028076172,2011-01-02
1504,135.91200256347656,2011-01-02
1505,164.18499755859375,2011-01-02
1511,327.0580139160156,2011-01-02
1514,205.9459991455078,2011-01-02
1515,176.8000030517578,2011-01-02
1516,187.39999389648437,2011-01-02
1517,128.97799682617187,2011-01-02
1519,182.41600036621094,2011-01-02
1520,259.0589904785156,2011-01-02
1523,273.4309997558594,2011-01-02
1524,558.6300048828125,2011-01-02
1525,450.2820129394531,2011-01-02
1526,455.34600830078125,2011-01-02
1528,319.6440124511719,2011-01-02
1529,176.8520050048828,2011-01-02
1531,46.725799560546875,2011-01-02
1532,76.94999694824219,2011-01-02
1534,142.7830047607422,2011-01-02
1535,272.5559997558594,2011-01-02
1539,485.6659851074219,2011-01-02
1543,299.3840026855469,2011-01-02
1545,164.05299377441406,2011-01-02
1546,111.8949966430664,2011-01-02
1547,123.947998046875,2011-01-02
1548,137.95399475097656,2011-01-02
1551,151.60499572753906,2011-01-02
1554,146.052001953125,2011-01-02
1557,140.08999633789062,2011-01-02
1560,113.86000061035156,2011-01-02
1563,327.093994140625,2011-01-02
1566,94.714202880859375,2011-01-02
1567,167.9510040283203,2011-01-02
1571,156.42100524902344,2011-01-02
1573,160.65699768066406,2011-01-02
1576,206.093994140625,2011-01-02
1601,57.70669937133789,2011-01-02
1612,181.61300659179687,2011-01-02
1613,142.85299682617187,2011-01-02
1617,176.44500732421875,2011-01-02
1620,179.93499755859375,2011-01-02
1621,62.73529815673828,2011-01-02
1622,97.730499267578125,2011-01-02
1624,47.824798583984375,2011-01-02
1627,65.566497802734375,2011-01-02
1630,91.81089782714844,2011-01-02
1632,108.4000015258789,2011-01-02
1633,71.6613998413086,2011-01-02
1634,239.54299926757812,2011-01-02
1635,229.08399963378906,2011-01-02
1636,196.5279998779297,2011-01-02
1638,159.88800048828125,2011-01-02
1640,64.70770263671875,2011-01-02
1644,98.45149993896484,2011-01-02
1648,110.48200225830078,2011-01-02
1653,81.72589874267578,2011-01-02
1657,95.90989685058594,2011-01-02
1662,62.89360046386719,2011-01-02
1663,44.86050033569336,2011-01-02
1664,103.94100189208984,2011-01-02
1665,170.9709930419922,2011-01-02
1702,58.71969985961914,2011-01-02
1703,97.89939880371094,2011-01-02
1711,152.5489959716797,2011-01-02
1714,44.78179931640625,2011-01-02
1717,22.210500717163086,2011-01-02
1718,30.080799102783203,2011-01-02
1719,35.89419937133789,2011-01-02
1721,65.93119812011719,2011-01-02
1723,31.9601993560791,2011-01-02
1724,69.9072036743164,2011-01-02
1725,86.21600341796875,2011-01-02
1729,57.708099365234375,2011-01-02
1736,23.221500396728516,2011-01-02
1738,3.483609914779663,2011-01-02
1739,4.741230010986328,2011-01-02
1740,10.19729995727539,2011-01-02
1742,27.19409942626953,2011-01-02
1743,50.62900161743164,2011-01-02
1744,104.9489974975586,2011-01-02
1748,79.4385986328125,2011-01-02
1749,44.657901763916016,2011-01-02
1750,46.96620178222656,2011-01-02
1751,59.467201232910156,2011-01-02
1755,38.150001525878906,2011-01-02
1804,17.991500854492187,2011-01-02
1805,449.7980041503906,2011-01-02
1811,43.61309814453125,2011-01-02
1812,39.962799072265625,2011-01-02
1813,47.44649887084961,2011-01-02
1815,77.27940368652344,2011-01-02
1816,48.76020050048828,2011-01-02
1818,58.9286003112793,2011-01-02
1820,82.861297607421875,2011-01-02
1822,91.65380096435547,2011-01-02
1824,52.247798919677734,2011-01-02
1825,28.44059944152832,2011-01-02
1826,11.763899803161621,2011-01-02
1827,63.53409957885742,2011-01-02
1828,96.988800048828125,2011-01-02
1832,12.454899787902832,2011-01-02
1833,60.849998474121094,2011-01-02
1834,91.83940124511719,2011-01-02
1835,48.33330154418945,2011-01-02
1836,98.8988037109375,2011-01-02
1837,82.3375015258789,2011-01-02
1838,49.38690185546875,2011-01-02
1839,43.66019821166992,2011-01-02
1840,106.38400268554687,2011-01-02
1841,378.9930114746094,2011-01-02
1845,225.89300537109375,2011-01-02
1848,16.553600311279297,2011-01-02
1849,166.91099548339844,2011-01-02
1850,260.85699462890625,2011-01-02
1851,215.3679962158203,2011-01-02
1852,217.28700256347656,2011-01-02
1853,229.54400634765625,2011-01-02
1854,348.22198486328125,2011-01-02
1856,18,2011-01-02
1857,71.66670227050781,2011-01-02
1859,88.4917984008789,2011-01-02
1860,158.46400451660156,2011-01-02
1865,97.96150207519531,2011-01-02
1866,127.81800079345703,2011-01-02
1867,82.825897216796875,2011-01-02
1868,83.75679779052734,2011-01-02
1870,83.94419860839844,2011-01-02
1871,83.76020050048828,2011-01-02
1874,91.13710021972656,2011-01-02
1901,111.08000183105469,2011-01-02
1902,183.83900451660156,2011-01-02
1911,133.44200134277344,2011-01-02
1913,199.20700073242187,2011-01-02
1915,119.8550033569336,2011-01-02
1917,112.1760025024414,2011-01-02
1919,212.68099975585937,2011-01-02
1920,216.85000610351562,2011-01-02
1922,221.8939971923828,2011-01-02
1923,140.66900634765625,2011-01-02
1924,88.609100341796875,2011-01-02
1925,173.58299255371094,2011-01-02
1926,164.67300415039062,2011-01-02
1927,247.20700073242187,2011-01-02
1928,324.9649963378906,2011-01-02
1929,246.18299865722656,2011-01-02
1931,186.3040008544922,2011-01-02
1933,138.47300720214844,2011-01-02
