knr,rain,date
1021,17.288299560546875,2011-03-13
1026,1.7036999464035034,2011-03-13
1027,12.346799850463867,2011-03-13
1029,28.160999298095703,2011-03-13
1032,33.27920150756836,2011-03-13
1034,14.30090045928955,2011-03-13
1037,15.247200012207031,2011-03-13
1046,16.891700744628906,2011-03-13
1101,9.768320083618164,2011-03-13
1102,3.459549903869629,2011-03-13
1103,1.2029000520706177,2011-03-13
1106,53.98609924316406,2011-03-13
1111,17.914499282836914,2011-03-13
1112,25.18869972229004,2011-03-13
1114,14.41919994354248,2011-03-13
1119,4.320459842681885,2011-03-13
1120,4.30702018737793,2011-03-13
1121,5.177420139312744,2011-03-13
1122,11.73960018157959,2011-03-13
1124,3,2011-03-13
1127,2.5,2011-03-13
1129,13.403499603271484,2011-03-13
1130,3.7906999588012695,2011-03-13
1133,24.51099967956543,2011-03-13
1134,51.36980056762695,2011-03-13
1135,68.21600341796875,2011-03-13
1141,9.213479995727539,2011-03-13
1142,4.544119834899902,2011-03-13
1144,6.666669845581055,2011-03-13
1145,26.244400024414063,2011-03-13
1146,43.736000061035156,2011-03-13
1149,36.20690155029297,2011-03-13
1151,42.25,2011-03-13
1160,136.54299926757813,2011-03-13
1201,16.111799240112305,2011-03-13
1211,50.13520050048828,2011-03-13
1216,43.55120086669922,2011-03-13
1219,29.450700759887695,2011-03-13
1221,34.33580017089844,2011-03-13
1222,28.496200561523438,2011-03-13
1223,29.900800704956055,2011-03-13
1224,50.351200103759766,2011-03-13
1227,52.58449935913086,2011-03-13
1228,96.805999755859375,2011-03-13
1231,70.50630187988281,2011-03-13
1232,48.03129959106445,2011-03-13
1233,61.01359939575195,2011-03-13
1234,31.11359977722168,2011-03-13
1235,102.72100067138672,2011-03-13
1238,50.20289993286133,2011-03-13
1241,37.08530044555664,2011-03-13
1242,42.09560012817383,2011-03-13
1243,17.939800262451172,2011-03-13
1244,19.137300491333008,2011-03-13
1245,17.395599365234375,2011-03-13
1246,15.314000129699707,2011-03-13
1247,9.958760261535645,2011-03-13
1251,92.68879699707031,2011-03-13
1252,143.61500549316406,2011-03-13
1253,40.011600494384766,2011-03-13
1256,10.26669979095459,2011-03-13
1259,15.56820011138916,2011-03-13
1260,11.02910041809082,2011-03-13
1263,74.08940124511719,2011-03-13
1264,12.815799713134766,2011-03-13
1265,14.83329963684082,2011-03-13
1266,128.85400390625,2011-03-13
1401,21.690099716186523,2011-03-13
1411,62.69029998779297,2011-03-13
1412,27.783899307250977,2011-03-13
1413,63.752899169921875,2011-03-13
1416,53.76969909667969,2011-03-13
1417,58.78609848022461,2011-03-13
1418,35.398101806640625,2011-03-13
1419,29.42620086669922,2011-03-13
1420,36.42839813232422,2011-03-13
1421,30.354799270629883,2011-03-13
1422,6.175300121307373,2011-03-13
1424,2.85263991355896,2011-03-13
1426,14.32509994506836,2011-03-13
1428,32.87459945678711,2011-03-13
1429,48.8931999206543,2011-03-13
1430,36.44430160522461,2011-03-13
1431,57.07509994506836,2011-03-13
1432,72.00170135498047,2011-03-13
1433,50.173099517822266,2011-03-13
1438,14.68340015411377,2011-03-13
1439,15.73799991607666,2011-03-13
1441,19.871200561523438,2011-03-13
1443,18.549999237060547,2011-03-13
1444,52.148101806640625,2011-03-13
1445,24.082799911499023,2011-03-13
1449,16.95199966430664,2011-03-13
1502,34.45479965209961,2011-03-13
1504,71.2843017578125,2011-03-13
1505,40.715999603271484,2011-03-13
1511,26.841699600219727,2011-03-13
1514,20.3656005859375,2011-03-13
1515,21.861499786376953,2011-03-13
1516,25.744400024414062,2011-03-13
1517,30.36669921875,2011-03-13
1519,35.4297981262207,2011-03-13
1520,63.73979949951172,2011-03-13
1523,34.5,2011-03-13
1524,20.16309928894043,2011-03-13
1525,36.89030075073242,2011-03-13
1526,29.707300186157227,2011-03-13
1528,60.48099899291992,2011-03-13
1529,54,2011-03-13
1531,44.04840087890625,2011-03-13
1532,19.625,2011-03-13
1534,59.14799880981445,2011-03-13
1535,35.94350051879883,2011-03-13
1539,46.034400939941406,2011-03-13
1543,77.56300354003906,2011-03-13
1545,53.305301666259766,2011-03-13
1546,46.315799713134766,2011-03-13
1547,59.34479904174805,2011-03-13
1548,67.665802001953125,2011-03-13
1551,51.383201599121094,2011-03-13
1554,49.09769821166992,2011-03-13
1557,43.605499267578125,2011-03-13
1560,67.40460205078125,2011-03-13
1563,37.22549819946289,2011-03-13
1566,84.40129852294922,2011-03-13
1567,102.34300231933594,2011-03-13
1571,138.6009979248047,2011-03-13
1573,37.30540084838867,2011-03-13
1576,126.44200134277344,2011-03-13
1601,20.642200469970703,2011-03-13
1612,182.1929931640625,2011-03-13
1613,141.2570037841797,2011-03-13
1617,60.37379837036133,2011-03-13
1620,36.88690185546875,2011-03-13
1621,123.1760025024414,2011-03-13
1622,89.08679962158203,2011-03-13
1624,103.89299774169922,2011-03-13
1627,123.16500091552734,2011-03-13
1630,124.11399841308594,2011-03-13
1632,125.60800170898437,2011-03-13
1633,68.71649932861328,2011-03-13
1634,5.565939903259277,2011-03-13
1635,6.54325008392334,2011-03-13
1636,41.472198486328125,2011-03-13
1638,46.923099517822266,2011-03-13
1640,4.256519794464111,2011-03-13
1644,1.672700047492981,2011-03-13
1648,0.7085809707641602,2011-03-13
1653,9.569600105285645,2011-03-13
1657,13.064399719238281,2011-03-13
1662,15.138299942016602,2011-03-13
1663,18.912799835205078,2011-03-13
1664,4.590390205383301,2011-03-13
1665,4.084529876708984,2011-03-13
1702,45.97460174560547,2011-03-13
1703,43.01029968261719,2011-03-13
1711,26.14780044555664,2011-03-13
1714,15.764800071716309,2011-03-13
1717,48.9473991394043,2011-03-13
1718,78.98380279541016,2011-03-13
1719,27.897199630737305,2011-03-13
1721,58.35710144042969,2011-03-13
1723,71.31420135498047,2011-03-13
1724,88.182403564453125,2011-03-13
1725,32.7400016784668,2011-03-13
1729,45.98759841918945,2011-03-13
1736,122.22000122070312,2011-03-13
1738,40.63159942626953,2011-03-13
1739,79.39540100097656,2011-03-13
1740,63.61320114135742,2011-03-13
1742,50.080101013183594,2011-03-13
1743,63.01060104370117,2011-03-13
1744,52.24660110473633,2011-03-13
1748,60.985599517822266,2011-03-13
1749,33.0614013671875,2011-03-13
1750,120.0979995727539,2011-03-13
1751,84.46810150146484,2011-03-13
1755,114.83000183105469,2011-03-13
1804,0.6403700113296509,2011-03-13
1805,2.428570032119751,2011-03-13
1811,109.16000366210937,2011-03-13
1812,131.94700622558594,2011-03-13
1813,133.76400756835937,2011-03-13
1815,247.4040069580078,2011-03-13
1816,155.3090057373047,2011-03-13
1818,105.32099914550781,2011-03-13
1820,62.30059814453125,2011-03-13
1822,6.064519882202148,2011-03-13
1824,53.66059875488281,2011-03-13
1825,114.177001953125,2011-03-13
1826,122.49199676513672,2011-03-13
1827,42.80110168457031,2011-03-13
1828,2.7821199893951416,2011-03-13
1832,18.77669906616211,2011-03-13
1833,14.149800300598145,2011-03-13
1834,6.142199993133545,2011-03-13
1835,141.66700744628906,2011-03-13
1836,3.0332400798797607,2011-03-13
1837,0.32054200768470764,2011-03-13
1838,0.08184520155191422,2011-03-13
1839,0,2011-03-13
1840,2.603610038757324,2011-03-13
1841,0,2011-03-13
1845,0.8727269768714905,2011-03-13
1848,29.334299087524414,2011-03-13
1849,10.941800117492676,2011-03-13
1850,2.36040997505188,2011-03-13
1851,41.18579864501953,2011-03-13
1852,34.222198486328125,2011-03-13
1853,17.70800018310547,2011-03-13
1854,14.71780014038086,2011-03-13
1856,27.66670036315918,2011-03-13
1857,51.055599212646484,2011-03-13
1859,45.316898345947266,2011-03-13
1860,82.4988021850586,2011-03-13
1865,51.65169906616211,2011-03-13
1866,31.326499938964844,2011-03-13
1867,38.6072998046875,2011-03-13
1868,73.54650115966797,2011-03-13
1870,49.67070007324219,2011-03-13
1871,76.52179718017578,2011-03-13
1874,53.572601318359375,2011-03-13
1901,35.48270034790039,2011-03-13
1902,81.5602035522461,2011-03-13
1911,40.5973014831543,2011-03-13
1913,20.103599548339844,2011-03-13
1915,45.6973991394043,2011-03-13
1917,23.433000564575195,2011-03-13
1919,14,2011-03-13
1920,11.486700057983398,2011-03-13
1922,2.8403899669647217,2011-03-13
1923,16.746200561523438,2011-03-13
1924,3.684920072555542,2011-03-13
1925,13.930500030517578,2011-03-13
1926,19.726699829101563,2011-03-13
1927,59.458099365234375,2011-03-13
1928,109.85700225830078,2011-03-13
1929,111.46900177001953,2011-03-13
1931,55.25749969482422,2011-03-13
1933,8.573699951171875,2011-03-13
1936,106.27999877929687,2011-03-13
1938,74.7520980834961,2011-03-13
1939,9.889039993286133,2011-03-13
1940,17.43790054321289,2011-03-13
1941,129.43600463867187,2011-03-13
1942,16.627300262451172,2011-03-13
1943,27.95199966430664,2011-03-13
2002,34.6796989440918,2011-03-13
2003,22.365999221801758,2011-03-13
2004,126.66999816894531,2011-03-13
2011,1.5026899576187134,2011-03-13
2012,49.67060089111328,2011-03-13
2014,101.73999786376953,2011-03-13
2015,126.12699890136719,2011-03-13
2017,86.642303466796875,2011-03-13
2018,116.28399658203125,2011-03-13
2019,100.51599884033203,2011-03-13
2020,22.89889907836914,2011-03-13
2021,0.4638740122318268,2011-03-13
2022,20.910600662231445,2011-03-13
2023,45.00550079345703,2011-03-13
2024,45.13600158691406,2011-03-13
2025,7.166999816894531,2011-03-13
2027,7.948770046234131,2011-03-13
2028,41.8296012878418,2011-03-13
2030,5.6425299644470215,2011-03-13
101,6.376359939575195,2011-03-14
104,18.446399688720703,2011-03-14
105,4.11221981048584,2011-03-14
106,5.746580123901367,2011-03-14
111,1.898550033569336,2011-03-14
118,11.125399589538574,2011-03-14
119,14.125900268554687,2011-03-14
121,13.523799896240234,2011-03-14
122,15.960599899291992,2011-03-14
123,16.21619987487793,2011-03-14
124,15.7121000289917,2011-03-14
125,16.186399459838867,2011-03-14
127,15.009900093078613,2011-03-14
128,9.956720352172852,2011-03-14
135,13.177000045776367,2011-03-14
136,16.772199630737305,2011-03-14
137,15.848600387573242,2011-03-14
138,16.117599487304687,2011-03-14
211,17.5802001953125,2011-03-14
213,13.341300010681152,2011-03-14
214,18.83169937133789,2011-03-14
215,21.261899948120117,2011-03-14
216,21.524599075317383,2011-03-14
217,12.375,2011-03-14
219,7.246150016784668,2011-03-14
220,26.068599700927734,2011-03-14
221,11.550200462341309,2011-03-14
226,9.827750205993652,2011-03-14
227,8.731840133666992,2011-03-14
228,5.438360214233398,2011-03-14
229,13.38860034942627,2011-03-14
230,3.9710099697113037,2011-03-14
231,7.4473700523376465,2011-03-14
233,18.45560073852539,2011-03-14
234,12.816100120544434,2011-03-14
235,10.640299797058105,2011-03-14
236,10.497699737548828,2011-03-14
237,27.501100540161133,2011-03-14
238,22.913000106811523,2011-03-14
239,43.67639923095703,2011-03-14
301,15.390399932861328,2011-03-14
402,12.367500305175781,2011-03-14
403,24.75830078125,2011-03-14
412,30.708900451660156,2011-03-14
415,20.847200393676758,2011-03-14
417,25.3528995513916,2011-03-14
418,20.09980010986328,2011-03-14
419,12.942500114440918,2011-03-14
420,12.184800148010254,2011-03-14
423,13.037500381469727,2011-03-14
425,13.417499542236328,2011-03-14
426,15.959799766540527,2011-03-14
427,15.560199737548828,2011-03-14
428,22.67329978942871,2011-03-14
429,25.714399337768555,2011-03-14
430,35.284400939941406,2011-03-14
432,43.52410125732422,2011-03-14
434,39.12049865722656,2011-03-14
436,14.718099594116211,2011-03-14
437,13.417499542236328,2011-03-14
438,27.321699142456055,2011-03-14
439,28.260799407958984,2011-03-14
441,8.882630348205566,2011-03-14
501,40.843101501464844,2011-03-14
502,41.076900482177734,2011-03-14
511,38.62200164794922,2011-03-14
512,24.951400756835938,2011-03-14
513,53.9827995300293,2011-03-14
514,56.82830047607422,2011-03-14
515,46.34920120239258,2011-03-14
516,44.65599822998047,2011-03-14
517,36.463401794433594,2011-03-14
519,47.285499572753906,2011-03-14
520,37.90140151977539,2011-03-14
521,41.31420135498047,2011-03-14
522,55.28379821777344,2011-03-14
528,42.9026985168457,2011-03-14
529,52.200801849365234,2011-03-14
532,32.6713981628418,2011-03-14
533,28.305599212646484,2011-03-14
534,45.71329879760742,2011-03-14
536,52.69960021972656,2011-03-14
538,48.403499603271484,2011-03-14
540,50.49100112915039,2011-03-14
541,40.74829864501953,2011-03-14
542,61.99129867553711,2011-03-14
543,76.84380340576172,2011-03-14
544,68.74230194091797,2011-03-14
545,101.22000122070312,2011-03-14
602,27.547300338745117,2011-03-14
604,24.363100051879883,2011-03-14
605,38.73160171508789,2011-03-14
612,4.33165979385376,2011-03-14
615,68.53679656982422,2011-03-14
616,91.75129699707031,2011-03-14
617,82.23380279541016,2011-03-14
618,103.38800048828125,2011-03-14
619,131.8939971923828,2011-03-14
620,146.74099731445312,2011-03-14
621,49.17599868774414,2011-03-14
622,38.42399978637695,2011-03-14
623,18.31450080871582,2011-03-14
624,28.664499282836914,2011-03-14
625,29.452999114990234,2011-03-14
626,18.917200088500977,2011-03-14
627,26.552600860595703,2011-03-14
628,21.287399291992187,2011-03-14
631,29.18440055847168,2011-03-14
632,30.328899383544922,2011-03-14
633,86.450103759765625,2011-03-14
701,18.55069923400879,2011-03-14
702,21.197799682617188,2011-03-14
704,13.21500015258789,2011-03-14
706,15.674599647521973,2011-03-14
709,21.92690086364746,2011-03-14
711,23.13640022277832,2011-03-14
713,24.366100311279297,2011-03-14
714,20.878799438476562,2011-03-14
716,19.110599517822266,2011-03-14
719,18.89419937133789,2011-03-14
720,15.272700309753418,2011-03-14
722,9.980389595031738,2011-03-14
723,12.484800338745117,2011-03-14
728,15.60890007019043,2011-03-14
805,24.660400390625,2011-03-14
806,14.168600082397461,2011-03-14
807,26.467500686645508,2011-03-14
811,14.192500114440918,2011-03-14
814,22.036500930786133,2011-03-14
815,16.227100372314453,2011-03-14
817,8.775449752807617,2011-03-14
819,9.305359840393066,2011-03-14
821,15.698800086975098,2011-03-14
822,12.405500411987305,2011-03-14
826,39.31420135498047,2011-03-14
827,43.896400451660156,2011-03-14
828,42.86520004272461,2011-03-14
829,19.36240005493164,2011-03-14
830,11.849100112915039,2011-03-14
831,22.48900032043457,2011-03-14
833,50.319801330566406,2011-03-14
834,142.09300231933594,2011-03-14
901,13.401000022888184,2011-03-14
904,16.41230010986328,2011-03-14
906,17.177499771118164,2011-03-14
911,10.843099594116211,2011-03-14
912,14.722999572753906,2011-03-14
914,19.074100494384766,2011-03-14
919,17.629100799560547,2011-03-14
926,10.206500053405762,2011-03-14
928,17.17460060119629,2011-03-14
929,15.448800086975098,2011-03-14
935,9.652979850769043,2011-03-14
937,11.76669979095459,2011-03-14
938,35.7661018371582,2011-03-14
940,50.754398345947266,2011-03-14
941,110.8499984741211,2011-03-14
1001,9.886449813842773,2011-03-14
1002,2.01951003074646,2011-03-14
1003,6.026410102844238,2011-03-14
1004,18.55190086364746,2011-03-14
1014,8.679590225219727,2011-03-14
1017,5.828050136566162,2011-03-14
1018,5.139999866485596,2011-03-14
1021,6.0663299560546875,2011-03-14
1026,40.17060089111328,2011-03-14
1027,16.088699340820313,2011-03-14
1029,9.297209739685059,2011-03-14
1032,9.796950340270996,2011-03-14
1034,21.755399703979492,2011-03-14
1037,24.435699462890625,2011-03-14
1046,70.73480224609375,2011-03-14
1101,73.11579895019531,2011-03-14
1102,89.928802490234375,2011-03-14
1103,68,2011-03-14
1106,272.0690002441406,2011-03-14
1111,65.73680114746094,2011-03-14
1112,54.19609832763672,2011-03-14
1114,70.12190246582031,2011-03-14
1119,75.68340301513672,2011-03-14
1120,73.05259704589844,2011-03-14
1121,67.15049743652344,2011-03-14
1122,98.45690155029297,2011-03-14
1124,70.17330169677734,2011-03-14
1127,124.79199981689453,2011-03-14
1129,101.65399932861328,2011-03-14
1130,115.86499786376953,2011-03-14
1133,113.33899688720703,2011-03-14
1134,187.23800659179687,2011-03-14
1135,252.37399291992187,2011-03-14
1141,111.19100189208984,2011-03-14
1142,208.26499938964844,2011-03-14
1144,308.3330078125,2011-03-14
1145,282.3110046386719,2011-03-14
1146,206.97799682617187,2011-03-14
1149,320.7969970703125,2011-03-14
1151,435.25,2011-03-14
1160,179.39500427246094,2011-03-14
1201,237.13999938964844,2011-03-14
1211,151.447998046875,2011-03-14
1216,208,2011-03-14
1219,277.6570129394531,2011-03-14
1221,210.9550018310547,2011-03-14
1222,234.75900268554687,2011-03-14
1223,215.67100524902344,2011-03-14
1224,261.8559875488281,2011-03-14
1227,358.531005859375,2011-03-14
1228,297.59600830078125,2011-03-14
1231,248.51199340820312,2011-03-14
1232,123.30999755859375,2011-03-14
1233,105.96499633789062,2011-03-14
1234,173.17300415039062,2011-03-14
1235,185.6490020751953,2011-03-14
1238,290.04998779296875,2011-03-14
1241,243.593994140625,2011-03-14
1242,255.7570037841797,2011-03-14
1243,220.33099365234375,2011-03-14
1244,269.7650146484375,2011-03-14
1245,240.3520050048828,2011-03-14
1246,214.07400512695312,2011-03-14
1247,183.33999633789062,2011-03-14
1251,237.8459930419922,2011-03-14
1252,128.08799743652344,2011-03-14
1253,225.10000610351562,2011-03-14
1256,165.343994140625,2011-03-14
1259,153.1820068359375,2011-03-14
1260,136.4080047607422,2011-03-14
1263,174.9429931640625,2011-03-14
1264,109.73699951171875,2011-03-14
1265,103,2011-03-14
1266,92.18289947509766,2011-03-14
1401,14.73740005493164,2011-03-14
1411,103.37200164794922,2011-03-14
1412,45.60300064086914,2011-03-14
1413,80.16729736328125,2011-03-14
1416,68.35890197753906,2011-03-14
1417,153.9149932861328,2011-03-14
1418,78.1156997680664,2011-03-14
1419,109.39299774169922,2011-03-14
1420,77.31120300292969,2011-03-14
1421,138.20599365234375,2011-03-14
1422,108.6510009765625,2011-03-14
1424,91.02130126953125,2011-03-14
1426,71.117401123046875,2011-03-14
1428,18.09320068359375,2011-03-14
1429,52.742698669433594,2011-03-14
1430,72.474700927734375,2011-03-14
1431,45.0088005065918,2011-03-14
1432,46.87770080566406,2011-03-14
1433,31.01810073852539,2011-03-14
1438,3.5190200805664063,2011-03-14
1439,3.748660087585449,2011-03-14
1441,19.25320053100586,2011-03-14
1443,5.302080154418945,2011-03-14
1444,8.026450157165527,2011-03-14
1445,33.52579879760742,2011-03-14
1449,19.02720069885254,2011-03-14
1502,88.35140228271484,2011-03-14
1504,19.00979995727539,2011-03-14
1505,76.1604995727539,2011-03-14
1511,20.8518009185791,2011-03-14
1514,22.838699340820313,2011-03-14
1515,20.746200561523438,2011-03-14
1516,19.04439926147461,2011-03-14
1517,18.13330078125,2011-03-14
1519,8.028070449829102,2011-03-14
1520,8.498149871826172,2011-03-14
1523,83.53079986572266,2011-03-14
1524,16.87310028076172,2011-03-14
1525,16.883399963378906,2011-03-14
1526,57.081298828125,2011-03-14
1528,44.43439865112305,2011-03-14
1529,54.17210006713867,2011-03-14
1531,16.661300659179688,2011-03-14
1532,11.449999809265137,2011-03-14
1534,29.98189926147461,2011-03-14
1535,82.9208984375,2011-03-14
1539,38.59189987182617,2011-03-14
1543,52.89469909667969,2011-03-14
1545,45.452598571777344,2011-03-14
1546,7.105259895324707,2011-03-14
1547,29.25860023498535,2011-03-14
1548,48.35599899291992,2011-03-14
1551,83.17369842529297,2011-03-14
1554,65.94830322265625,2011-03-14
1557,91.59549713134766,2011-03-14
1560,58.91170120239258,2011-03-14
1563,25.867000579833984,2011-03-14
1566,24.815099716186523,2011-03-14
1567,12.603500366210937,2011-03-14
1571,45.067501068115234,2011-03-14
1573,5.86191987991333,2011-03-14
1576,35.0630989074707,2011-03-14
1601,5.542520046234131,2011-03-14
1612,10.44950008392334,2011-03-14
1613,12.69219970703125,2011-03-14
1617,6.157320022583008,2011-03-14
1620,2.9523799419403076,2011-03-14
1621,14.397100448608398,2011-03-14
1622,13.595800399780273,2011-03-14
1624,12.976900100708008,2011-03-14
1627,18.641000747680664,2011-03-14
1630,25.706899642944336,2011-03-14
1632,24.123300552368164,2011-03-14
1633,12.674500465393066,2011-03-14
1634,16.584699630737305,2011-03-14
1635,17.470500946044922,2011-03-14
1636,16.784299850463867,2011-03-14
1638,15.230799674987793,2011-03-14
1640,12.46399974822998,2011-03-14
1644,8.473679542541504,2011-03-14
1648,16.663799285888672,2011-03-14
1653,12.208800315856934,2011-03-14
1657,5.789700031280518,2011-03-14
1662,9.042550086975098,2011-03-14
1663,3.3779098987579346,2011-03-14
1664,3.924269914627075,2011-03-14
1665,16.643800735473633,2011-03-14
1702,12.608099937438965,2011-03-14
1703,25.601299285888672,2011-03-14
1711,12.594200134277344,2011-03-14
1714,2.882420063018799,2011-03-14
1717,1.421049952507019,2011-03-14
1718,6.501150131225586,2011-03-14
1719,1.8481600284576416,2011-03-14
1721,9.602879524230957,2011-03-14
1723,6.85398006439209,2011-03-14
1724,18.109100341796875,2011-03-14
1725,10.715399742126465,2011-03-14
1729,3.6397500038146973,2011-03-14
1736,18.426599502563477,2011-03-14
1738,9.209380149841309,2011-03-14
1739,18.909099578857422,2011-03-14
1740,45.702301025390625,2011-03-14
1742,28.214099884033203,2011-03-14
1743,50.45479965209961,2011-03-14
1744,24.222400665283203,2011-03-14
1748,49.418800354003906,2011-03-14
1749,14.719300270080566,2011-03-14
1750,49.665401458740234,2011-03-14
1751,61.859500885009766,2011-03-14
1755,67.2699966430664,2011-03-14
1804,42.709999084472656,2011-03-14
1805,62.67559814453125,2011-03-14
1811,96.65740203857422,2011-03-14
1812,94.595703125,2011-03-14
1813,132.16900634765625,2011-03-14
1815,106.53700256347656,2011-03-14
1816,120.70800018310547,2011-03-14
1818,64.67859649658203,2011-03-14
1820,87.566497802734375,2011-03-14
1822,131.62399291992187,2011-03-14
1824,99.18379974365234,2011-03-14
1825,67.66349792480469,2011-03-14
1826,39.17829895019531,2011-03-14
1827,68.30110168457031,2011-03-14
1828,108.41899871826172,2011-03-14
1832,75.88390350341797,2011-03-14
1833,77.1583023071289,2011-03-14
1834,69.41280364990234,2011-03-14
1835,70.33329772949219,2011-03-14
1836,68,2011-03-14
1837,64.07450103759766,2011-03-14
1838,42.7932014465332,2011-03-14
1839,43.34550094604492,2011-03-14
1840,12.958900451660156,2011-03-14
1841,24.54360008239746,2011-03-14
1845,42.5703010559082,2011-03-14
1848,98.67669677734375,2011-03-14
1849,59.35179901123047,2011-03-14
1850,52.91600036621094,2011-03-14
1851,30.654199600219727,2011-03-14
1852,55.27470016479492,2011-03-14
1853,67.51599884033203,2011-03-14
1854,47.62409973144531,2011-03-14
1856,38.66669845581055,2011-03-14
1857,54.16669845581055,2011-03-14
1859,37.437198638916016,2011-03-14
1860,62.14619827270508,2011-03-14
1865,68.38030242919922,2011-03-14
1866,23.391799926757813,2011-03-14
1867,20.210500717163086,2011-03-14
1868,54.21620178222656,2011-03-14
1870,34.650299072265625,2011-03-14
1871,80.7020034790039,2011-03-14
1874,48.2338981628418,2011-03-14
1901,84.51470184326172,2011-03-14
1902,45.76919937133789,2011-03-14
1911,58.212100982666016,2011-03-14
1913,80.21119689941406,2011-03-14
1915,77.93419647216797,2011-03-14
1917,76.08429718017578,2011-03-14
1919,81.69940185546875,2011-03-14
1920,74.20999908447266,2011-03-14
1922,40.50040054321289,2011-03-14
1923,51.597900390625,2011-03-14
1924,34.250099182128906,2011-03-14
1925,54.25669860839844,2011-03-14
1926,55.22330093383789,2011-03-14
1927,43.87710189819336,2011-03-14
1928,27.922500610351563,2011-03-14
1929,41.14469909667969,2011-03-14
1931,41.53960037231445,2011-03-14
1933,61.43560028076172,2011-03-14
1936,59.87990188598633,2011-03-14
1938,42.09270095825195,2011-03-14
1939,62.0275993347168,2011-03-14
1940,77.40869903564453,2011-03-14
1941,72.56780242919922,2011-03-14
1942,52.19260025024414,2011-03-14
1943,62.91339874267578,2011-03-14
2002,35.740699768066406,2011-03-14
2003,22.890300750732422,2011-03-14
2004,99.68270111083984,2011-03-14
2011,7.0647501945495605,2011-03-14
2012,58.16859817504883,2011-03-14
2014,134.3679962158203,2011-03-14
2015,143.63699340820313,2011-03-14
2017,43.684600830078125,2011-03-14
2018,61.45539855957031,2011-03-14
2019,45.11180114746094,2011-03-14
2020,20.03230094909668,2011-03-14
2021,7.726359844207764,2011-03-14
2022,14.156000137329102,2011-03-14
2023,11.874500274658203,2011-03-14
2024,21.33060073852539,2011-03-14
2025,10.1427001953125,2011-03-14
2027,8.494739532470703,2011-03-14
2028,32.52320098876953,2011-03-14
2030,5.801070213317871,2011-03-14
101,6.066870212554932,2011-03-15
104,0.17857100069522858,2011-03-15
105,17.34160041809082,2011-03-15
106,13.777400016784668,2011-03-15
111,4.94202995300293,2011-03-15
118,1.8338600397109985,2011-03-15
119,1.314769983291626,2011-03-15
121,1.3015899658203125,2011-03-15
122,0.49261099100112915,2011-03-15
123,0.04054050147533417,2011-03-15
124,0,2011-03-15
125,1.0508500337600708,2011-03-15
127,2.8613901138305664,2011-03-15
128,9.34395980834961,2011-03-15
135,8.424779891967773,2011-03-15
136,2.848099946975708,2011-03-15
137,2.964139938354492,2011-03-15
138,0.23529399931430817,2011-03-15
211,0,2011-03-15
213,3.263469934463501,2011-03-15
214,0.11881200224161148,2011-03-15
215,0.011904800310730934,2011-03-15
216,1.7868900299072266,2011-03-15
217,4.90625,2011-03-15
219,11.866700172424316,2011-03-15
220,3.4509799480438232,2011-03-15
221,0.9586349725723267,2011-03-15
226,2.2009599208831787,2011-03-15
227,3.5418999195098877,2011-03-15
228,6.986299991607666,2011-03-15
229,2.475980043411255,2011-03-15
230,8.956520080566406,2011-03-15
231,5.434209823608398,2011-03-15
233,2.7611100673675537,2011-03-15
234,2.9425299167633057,2011-03-15
235,2.75888991355896,2011-03-15
236,2.8356800079345703,2011-03-15
237,5.121409893035889,2011-03-15
238,1.611590027809143,2011-03-15
239,0.3672730028629303,2011-03-15
301,4.0548200607299805,2011-03-15
402,0.9119920134544373,2011-03-15
403,1.6083300113677979,2011-03-15
412,0.5547729730606079,2011-03-15
415,7.9138898849487305,2011-03-15
417,16.634700775146484,2011-03-15
418,3.1859099864959717,2011-03-15
419,2.833329916000366,2011-03-15
420,0.8909950256347656,2011-03-15
423,0.7110040187835693,2011-03-15
425,0.37178298830986023,2011-03-15
426,2.7919700145721436,2011-03-15
427,1.0986299514770508,2011-03-15
428,1.0786900520324707,2011-03-15
429,0.2856079936027527,2011-03-15
430,0.005111520178616047,2011-03-15
432,0.014164299704134464,2011-03-15
434,0.0036529700737446547,2011-03-15
436,1.7172399759292603,2011-03-15
437,1.7060699462890625,2011-03-15
438,2.183069944381714,2011-03-15
439,0.13982699811458588,2011-03-15
441,0.2557249963283539,2011-03-15
501,0,2011-03-15
502,0.06065090000629425,2011-03-15
511,0,2011-03-15
512,0,2011-03-15
513,0,2011-03-15
514,0,2011-03-15
515,0,2011-03-15
516,0.0017331000417470932,2011-03-15
517,0,2011-03-15
519,2.8260300159454346,2011-03-15
520,2.1160600185394287,2011-03-15
521,0.11961700022220612,2011-03-15
522,0.6137700080871582,2011-03-15
528,2.2396399974823,2011-03-15
529,0.14960600435733795,2011-03-15
532,0.06103289872407913,2011-03-15
533,0.25581398606300354,2011-03-15
534,0,2011-03-15
536,0,2011-03-15
538,0,2011-03-15
540,0.44424501061439514,2011-03-15
541,0,2011-03-15
542,0.1371060013771057,2011-03-15
543,0,2011-03-15
544,0,2011-03-15
545,0,2011-03-15
602,3.344589948654175,2011-03-15
604,2.0420401096343994,2011-03-15
605,0.09801410138607025,2011-03-15
612,3.73868989944458,2011-03-15
615,0.8807209730148315,2011-03-15
616,2.440659999847412,2011-03-15
617,1.66975998878479,2011-03-15
618,0.07588080316781998,2011-03-15
619,1.2884800434112549,2011-03-15
620,3.4978599548339844,2011-03-15
621,0.38525599241256714,2011-03-15
622,0,2011-03-15
623,1.7011699676513672,2011-03-15
